    0.5000E-01    0.0000E+00    0.5000E+00    0.5000E-02    0.5459E+03    0.9103E+02
    0.5000E-01    0.0000E+00    0.5000E+00    0.1000E-01    0.5459E+03    0.9103E+02
    0.5000E-01    0.0000E+00    0.5000E+00    0.1500E-01    0.5459E+03    0.9103E+02
    0.5000E-01    0.0000E+00    0.5000E+00    0.2000E-01    0.5459E+03    0.9103E+02
    0.5000E-01    0.0000E+00    0.5000E+00    0.2500E-01    0.5459E+03    0.9103E+02
    0.5000E-01    0.0000E+00    0.5000E+00    0.3000E-01    0.5459E+03    0.9103E+02
    0.5000E-01    0.0000E+00    0.5000E+00    0.3500E-01    0.5459E+03    0.9103E+02
    0.5000E-01    0.0000E+00    0.5000E+00    0.4000E-01    0.5459E+03    0.9103E+02
    0.5000E-01    0.0000E+00    0.5000E+00    0.4500E-01    0.5459E+03    0.9103E+02
    0.5000E-01    0.0000E+00    0.5000E+00    0.5000E-01    0.5459E+03    0.9103E+02
    0.5000E-01    0.0000E+00    0.5000E+00    0.5500E-01    0.5459E+03    0.9103E+02
    0.5000E-01    0.0000E+00    0.5000E+00    0.6000E-01    0.5459E+03    0.9103E+02
    0.5000E-01    0.0000E+00    0.5000E+00    0.6500E-01    0.5459E+03    0.9103E+02
    0.5000E-01    0.0000E+00    0.5000E+00    0.7000E-01    0.5459E+03    0.9103E+02
    0.5000E-01    0.0000E+00    0.5000E+00    0.7500E-01    0.5459E+03    0.9103E+02
    0.5000E-01    0.0000E+00    0.5000E+00    0.8000E-01    0.5459E+03    0.9103E+02
    0.5000E-01    0.0000E+00    0.5000E+00    0.8500E-01    0.5459E+03    0.9103E+02
    0.5000E-01    0.0000E+00    0.5000E+00    0.9000E-01    0.5459E+03    0.9103E+02
    0.5000E-01    0.0000E+00    0.5000E+00    0.9500E-01    0.5459E+03    0.9103E+02
    0.5000E-01    0.0000E+00    0.5000E+00    0.1000E+00    0.5459E+03    0.9103E+02
    0.5000E-01    0.0000E+00    0.5200E+00    0.5000E-02    0.5459E+03    0.6728E+02
