      0.114624      0.003704      0.607564      0.084697    549.699236
      0.084782      0.042051      0.608333      0.085115    550.273991
      0.062633      0.035749      0.515545      0.086154    548.438445
      0.062633      0.035749      0.515545      0.086154    548.438445
      0.060745      0.002302      0.505131      0.086501    546.503674
      0.060745      0.002302      0.505131      0.086501    546.503674
      0.070732      0.007230      0.508886      0.082026    547.271303
      0.062571      0.014747      0.533449      0.083367    547.235732
      0.050486      0.024840      0.549402      0.086734    547.128821
      0.050486      0.024840      0.549402      0.086734    547.128821
      0.054215      0.029434      0.537724      0.087211    547.582029
      0.052480      0.012246      0.501073      0.083707    546.586563
      0.052480      0.012246      0.501073      0.083707    546.586563
      0.052480      0.012246      0.501073      0.083707    546.586563
      0.052480      0.012246      0.501073      0.083707    546.586563
      0.052480      0.012246      0.501073      0.083707    546.586563
      0.052480      0.012246      0.501073      0.083707    546.586563
      0.052480      0.012246      0.501073      0.083707    546.586563
      0.052480      0.012246      0.501073      0.083707    546.586563
      0.070866      0.022892      0.513042      0.088035    548.162708
      0.070866      0.022892      0.513042      0.088035    548.162708
      0.061107      0.001218      0.536894      0.082827    546.467292
      0.061107      0.001218      0.536894      0.082827    546.467292
      0.061107      0.001218      0.536894      0.082827    546.467292
      0.061107      0.001218      0.536894      0.082827    546.467292
      0.061107      0.001218      0.536894      0.082827    546.467292
      0.061107      0.001218      0.536894      0.082827    546.467292
      0.053397      0.009585      0.555112      0.079670    546.498831
      0.053397      0.009585      0.555112      0.079670    546.498831
      0.059815      0.013182      0.565935      0.082086    547.005642
      0.059815      0.013182      0.565935      0.082086    547.005642
      0.060291      0.066562      0.600944      0.078814    550.275569
      0.060291      0.066562      0.600944      0.078814    550.275569
      0.064742      0.002668      0.609856      0.076416    546.717533
      0.071672      0.015479      0.581022      0.072804    547.777794
      0.054234      0.032064      0.579999      0.069756    547.729393
      0.062972      0.052360      0.565800      0.065029    549.503176
      0.081977      0.019510      0.528782      0.066036    548.626766
      0.060371      0.019080      0.526175      0.069299    547.351259
      0.060371      0.019080      0.526175      0.069299    547.351259
      0.060371      0.019080      0.526175      0.069299    547.351259
      0.067499      0.017551      0.534176      0.066478    547.660615
      0.067499      0.017551      0.534176      0.066478    547.660615
      0.067499      0.017551      0.534176      0.066478    547.660615
      0.067499      0.017551      0.534176      0.066478    547.660615
      0.067499      0.017551      0.534176      0.066478    547.660615
      0.058597      0.025311      0.530054      0.068397    547.596767
      0.062678      0.016285      0.547499      0.067187    547.323975
      0.085402      0.008708      0.541313      0.065989    548.182339
      0.085402      0.008708      0.541313      0.065989    548.182339
      0.051497      0.018370      0.584452      0.069506    546.843066
      0.051497      0.018370      0.584452      0.069506    546.843066
      0.052052      0.008400      0.630592      0.066642    546.374282
      0.052052      0.008400      0.630592      0.066642    546.374282
      0.104031      0.018823      0.556710      0.064832    550.004339
      0.114095      0.007018      0.539796      0.063140    549.887615
      0.100114      0.037030      0.508375      0.060829    551.003024
      0.061382      0.005942      0.572566      0.060563    546.714131
      0.060048      0.001631      0.588687      0.052878    546.434484
      0.060048      0.001631      0.588687      0.052878    546.434484
      0.060048      0.001631      0.588687      0.052878    546.434484
      0.060048      0.001631      0.588687      0.052878    546.434484
      0.081095      0.021613      0.543058      0.050060    548.701358
      0.055473      0.012862      0.517325      0.051177    546.766971
      0.055473      0.012862      0.517325      0.051177    546.766971
      0.062953      0.013369      0.521889      0.047771    547.182826
      0.056326      0.009320      0.556564      0.044644    546.630421
      0.056326      0.009320      0.556564      0.044644    546.630421
      0.062199      0.010093      0.502869      0.035312    546.971067
      0.062199      0.010093      0.502869      0.035312    546.971067
      0.062199      0.010093      0.502869      0.035312    546.971067
      0.057492      0.037985      0.534557      0.031545    548.263605
      0.057492      0.037985      0.534557      0.031545    548.263605
      0.082897      0.033157      0.536583      0.036433    549.551691
      0.085091      0.022412      0.520330      0.037023    549.001582
      0.050214      0.056185      0.520995      0.035527    548.932033
      0.050214      0.056185      0.520995      0.035527    548.932033
      0.050214      0.056185      0.520995      0.035527    548.932033
      0.071211      0.001061      0.541131      0.037180    546.968562
      0.071211      0.001061      0.541131      0.037180    546.968562
      0.071211      0.001061      0.541131      0.037180    546.968562
      0.071211      0.001061      0.541131      0.037180    546.968562
      0.062065      0.022166      0.505162      0.036189    547.615841
      0.061164      0.001250      0.550609      0.050907    546.471168
      0.077693      0.001093      0.558257      0.053513    547.314096
      0.077693      0.001093      0.558257      0.053513    547.314096
      0.077693      0.001093      0.558257      0.053513    547.314096
      0.077693      0.001093      0.558257      0.053513    547.314096
      0.103137      0.011467      0.588499      0.056724    549.454790
      0.091238      0.018539      0.534184      0.058339    549.145276
      0.091238      0.018539      0.534184      0.058339    549.145276
      0.079982      0.020221      0.605148      0.057751    548.545712
      0.079982      0.020221      0.605148      0.057751    548.545712
      0.079982      0.020221      0.605148      0.057751    548.545712
      0.107160      0.001248      0.589418      0.051894    549.056196
      0.107160      0.001248      0.589418      0.051894    549.056196
      0.107160      0.001248      0.589418      0.051894    549.056196
      0.081892      0.013735      0.560497      0.052507    548.271600
      0.068510      0.026938      0.526458      0.058379    548.262223
      0.064040      0.013240      0.590666      0.057512    547.231909
      0.050892      0.012874      0.623725      0.057987    546.535654
      0.050892      0.012874      0.623725      0.057987    546.535654
      0.069165      0.003717      0.617959      0.057720    546.998309
      0.059109      0.009595      0.607416      0.053291    546.783134
      0.059109      0.009595      0.607416      0.053291    546.783134
      0.059109      0.009595      0.607416      0.053291    546.783134
      0.059109      0.009595      0.607416      0.053291    546.783134
      0.059109      0.009595      0.607416      0.053291    546.783134
      0.059109      0.009595      0.607416      0.053291    546.783134
      0.059109      0.009595      0.607416      0.053291    546.783134
      0.055809      0.076926      0.588397      0.042432    550.685764
      0.053500      0.057012      0.595244      0.043299    549.190039
      0.087015      0.026268      0.626227      0.046257    549.367721
      0.060313      0.011804      0.567753      0.055034    546.959684
      0.105564      0.034191      0.532349      0.058324    551.190036
      0.090288      0.030848      0.554883      0.053710    549.888543
      0.051614      0.009179      0.512303      0.051740    546.393835
      0.051614      0.009179      0.512303      0.051740    546.393835
      0.051614      0.009179      0.512303      0.051740    546.393835
      0.051614      0.009179      0.512303      0.051740    546.393835
      0.058879      0.004664      0.546969      0.049607    546.526625
      0.058879      0.004664      0.546969      0.049607    546.526625
      0.058879      0.004664      0.546969      0.049607    546.526625
      0.058879      0.004664      0.546969      0.049607    546.526625
      0.082544      0.038098      0.544485      0.048797    549.855798
      0.072548      0.013952      0.536389      0.048233    547.742285
      0.072548      0.013952      0.536389      0.048233    547.742285
      0.072548      0.013952      0.536389      0.048233    547.742285
      0.068701      0.023598      0.564505      0.050176    548.075119
      0.068701      0.023598      0.564505      0.050176    548.075119
      0.058080      0.068675      0.558742      0.048144    550.270417
      0.058080      0.068675      0.558742      0.048144    550.270417
      0.061010      0.052346      0.567467      0.048769    549.374246
      0.061010      0.052346      0.567467      0.048769    549.374246
      0.061010      0.052346      0.567467      0.048769    549.374246
      0.051689      0.042557      0.567124      0.050498    548.189463
      0.075098      0.028698      0.524251      0.050711    548.769346
      0.075098      0.028698      0.524251      0.050711    548.769346
      0.075098      0.028698      0.524251      0.050711    548.769346
      0.085216      0.006444      0.556320      0.043505    548.038088
      0.069681      0.020936      0.505544      0.039500    547.979534
      0.060050      0.014854      0.505350      0.033946    547.108094
      0.060050      0.014854      0.505350      0.033946    547.108094
      0.060050      0.014854      0.505350      0.033946    547.108094
      0.060050      0.014854      0.505350      0.033946    547.108094
      0.060050      0.014854      0.505350      0.033946    547.108094
      0.060811      0.010417      0.522787      0.034012    546.915042
      0.065413      0.042001      0.568151      0.033991    548.994013
      0.053056      0.010838      0.584135      0.036777    546.542886
      0.053056      0.010838      0.584135      0.036777    546.542886
      0.053056      0.010838      0.584135      0.036777    546.542886
      0.053056      0.010838      0.584135      0.036777    546.542886
      0.053056      0.010838      0.584135      0.036777    546.542886
      0.053056      0.010838      0.584135      0.036777    546.542886
      0.053056      0.010838      0.584135      0.036777    546.542886
      0.053973      0.013223      0.578222      0.040790    546.707499
      0.053973      0.013223      0.578222      0.040790    546.707499
      0.057966      0.002740      0.569992      0.040281    546.387829
      0.057966      0.002740      0.569992      0.040281    546.387829
      0.057966      0.002740      0.569992      0.040281    546.387829
      0.069983      0.016674      0.564306      0.042342    547.750189
      0.059827      0.011693      0.560908      0.039233    546.928894
      0.060277      0.017680      0.518437      0.038492    547.270662
      0.052297      0.008541      0.561827      0.040685    546.394436
      0.064967      0.023314      0.510992      0.044521    547.844732
      0.064967      0.023314      0.510992      0.044521    547.844732
      0.058934      0.018090      0.501156      0.045214    547.221186
      0.058934      0.018090      0.501156      0.045214    547.221186
      0.058934      0.018090      0.501156      0.045214    547.221186
      0.058934      0.018090      0.501156      0.045214    547.221186
